time_stamp,open,high,low,close,volume,transaction,vwap
2018-07-28 00:40:00,8177.72,8238.87,8159.96,8180.15,266.4633591200002,2187345.637391649,8208.804559904205
2018-07-28 01:20:00,8176.01,8182.98,8151.85,8176.72,57.213696269999964,467175.02194609656,8165.440312428478
2018-07-28 02:00:00,8177.09,8193.53,8168.46,8168.46,23.38447778,191295.2229738011,8180.435961559501
2018-07-28 02:40:00,8168.46,8195.0,8164.96,8187.85,20.06152075999998,164115.43690973983,8180.607984463686
2018-07-28 03:20:00,8187.8,8191.96,8154.03,8173.21,35.06016339000002,286606.6404274644,8174.709205981947
2018-07-28 04:00:00,8175.06,8175.06,8154.65,8168.45,21.421817560000008,174862.35451466058,8162.815971375517
2018-07-28 04:40:00,8163.46,8198.73,8162.96,8180.43,76.44135142999995,625418.4315003454,8181.676799278766
2018-07-28 05:20:00,8180.63,8234.57,8178.29,8220.78,72.55926625999996,595294.7878162672,8204.255893150312
2018-07-28 06:00:00,8219.76,8230.0,8169.39,8178.04,66.62558890999999,546542.6762463416,8203.194676217108
2018-07-28 06:40:00,8178.15,8185.75,8160.36,8173.38,34.23659215,279808.1122901692,8172.779319397571
2018-07-28 07:20:00,8173.38,8192.82,8173.38,8176.89,39.089383999999974,319910.9006218203,8184.08651878015
2018-07-28 08:00:00,8177.96,8206.99,8175.88,8197.84,45.81651779000002,375105.38699068123,8187.121262902967
2018-07-28 08:40:00,8197.84,8213.7,8192.97,8207.71,10.904793439999999,89462.68156398367,8203.977641229276
2018-07-28 09:20:00,8207.94,8211.55,8166.99,8166.99,96.81069641999997,792129.1109220699,8182.247832259423
2018-07-28 10:00:00,8166.0,8198.65,8166.0,8189.23,96.29629953999992,787679.1271979011,8179.744506908201
2018-07-28 10:40:00,8185.76,8205.84,8183.46,8192.66,48.64935156999998,398606.6337536959,8193.462418099318
2018-07-28 11:20:00,8192.44,8232.14,8132.03,8208.3,232.9380522799999,1905245.433681364,8179.19363123716
