time_stamp,open,high,low,close,volume,transaction,vwap
2018-07-28 00:02:18,8177.72,8203.98,8177.72,8197.24,11.684197499999996,95758.6212958561,8195.566815423663
2018-07-28 00:03:37,8198.79,8223.04,8198.79,8223.04,67.61555385000001,555422.509530392,8214.41928528094
2018-07-28 00:04:20,8221.4,8234.05,8213.67,8230.0,54.88889270999999,451521.3953878573,8226.097723876954
2018-07-28 00:04:49,8221.51,8238.87,8204.96,8221.93,48.261582229999995,396986.663871167,8225.72832318778
2018-07-28 00:08:10,8205.03,8211.99,8196.71,8211.99,12.126307710000004,99453.3512964027,8201.453705020873
2018-07-28 00:10:13,8211.99,8217.18,8204.35,8204.35,5.527945309999999,45375.299169081816,8208.348061439454
2018-07-28 00:14:06,8204.35,8204.35,8188.5,8188.5,5.895253020000002,48298.25119650171,8192.73592374186
2018-07-28 00:19:29,8188.5,8188.5,8174.81,8188.49,6.57344286,53774.3718471182,8180.549065747595
2018-07-28 00:25:03,8188.49,8193.57,8181.5,8183.0,12.67398375,103745.78030425638,8185.7277357055455
2018-07-28 00:29:05,8183.0,8183.0,8159.96,8159.97,28.17620395,230427.5170360285,8178.089477380734
2018-07-28 00:37:26,8159.97,8183.28,8159.96,8183.28,10.201161560000003,83351.04052877809,8170.740169002683
2018-07-28 00:49:08,8183.49,8183.49,8174.23,8179.99,6.577749400000003,53807.991010443184,8180.304194994592
2018-07-28 00:55:10,8179.99,8180.98,8174.25,8180.52,2.568024519999999,21003.9787200323,8179.041343434022
2018-07-28 01:04:21,8175.53,8179.65,8163.82,8163.82,5.877640120000001,47996.6187486689,8165.967593924225
2018-07-28 01:09:43,8163.8,8166.53,8152.11,8162.98,32.17792671999999,262587.493609275,8160.485164075702
2018-07-28 01:23:16,8162.98,8182.39,8151.85,8182.38,13.329064650000003,108918.38991307441,8171.495357933791
2018-07-28 01:32:03,8182.38,8190.2,8177.84,8188.5,4.02528899,32941.08278033969,8183.532377967151
2018-07-28 01:45:09,8193.53,8193.53,8174.23,8176.19,8.204943839999999,67154.73214794189,8184.666885903012
2018-07-28 01:52:35,8185.88,8185.88,8174.78,8177.17,3.3107450499999986,27079.690604691397,8179.334317721447
2018-07-28 01:57:52,8177.17,8187.54,8168.46,8168.46,6.538135199999999,53451.7824694936,8175.386533685263
2018-07-28 02:07:46,8168.46,8174.56,8164.96,8170.74,2.0409253899999995,16673.0363654095,8169.35123993411
2018-07-28 02:14:55,8171.26,8183.99,8164.98,8183.99,7.881080500000001,64392.38051827692,8170.501559814915
2018-07-28 02:17:41,8183.99,8190.57,8176.26,8184.99,2.89625279,23713.491116269397,8187.645497708574
2018-07-28 02:21:22,8184.99,8190.57,8182.95,8186.08,0.4670880199999997,3825.390251542598,8189.870190938745
2018-07-28 02:24:49,8190.57,8190.57,8185.88,8190.57,0.6525698300000004,5344.611620525195,8190.0991661309135
2018-07-28 02:37:15,8190.57,8195.0,8176.62,8181.47,6.79977735,55687.603883341515,8189.621662147734
2018-07-28 02:45:28,8182.26,8188.58,8178.01,8184.99,4.588998110000001,37534.8926510616,8179.321880579635
2018-07-28 02:53:32,8184.99,8191.96,8179.47,8179.47,6.1470605800000016,50297.337801340596,8182.33969663279
2018-07-28 02:59:54,8179.48,8179.48,8159.48,8159.49,17.612639840000003,143999.20850144656,8175.901500830697
2018-07-28 03:07:01,8159.49,8170.58,8154.03,8164.22,5.51866733,45030.284515432795,8159.630182932732
2018-07-28 03:25:24,8164.22,8175.41,8164.22,8170.96,1.8104954699999998,14793.366240538002,8170.893816452357
2018-07-28 03:41:28,8168.89,8171.59,8162.28,8163.66,5.290756170000002,43209.08403336399,8166.9014116301605
2018-07-28 03:48:15,8162.28,8165.89,8156.01,8158.99,9.35776023,76379.75114566028,8162.182965619785
2018-07-28 03:54:47,8158.99,8158.99,8154.65,8155.1,1.69828353,13850.487683638099,8155.58028972824
2018-07-28 03:57:24,8155.1,8170.27,8155.09,8167.99,4.00212859,32659.0148503407,8160.411170181991
2018-07-28 04:01:45,8167.99,8178.28,8162.52,8173.65,7.032150100000003,57441.4524717201,8168.405346143007
2018-07-28 04:14:12,8178.9,8179.7,8168.0,8173.1,7.6258758800000015,62339.788508177604,8174.770936368504
2018-07-28 04:23:09,8173.5,8182.8,8173.5,8181.49,7.33495871,59967.85036437511,8175.62207713847
2018-07-28 04:30:12,8179.1,8182.8,8175.09,8181.78,18.86328955999999,154262.04768195888,8177.897454804217
2018-07-28 04:35:34,8182.8,8198.73,8182.8,8195.0,21.80042495000001,178576.15414521025,8191.407027834573
2018-07-28 04:42:26,8195.02,8196.28,8178.29,8186.8,17.621341919999995,144226.96138360028,8184.788765712817
2018-07-28 04:46:02,8186.8,8208.98,8186.8,8206.97,33.557995940000005,275041.13870565296,8195.994158811289
2018-07-28 04:49:30,8205.99,8220.94,8203.7,8204.07,16.42285066,134792.50605842593,8207.619301241695
2018-07-28 04:59:27,8200.79,8220.17,8196.72,8213.69,4.931387529999999,40480.31151005429,8208.706223916313
2018-07-28 05:08:12,8213.7,8221.91,8209.97,8218.72,4.4175523100000005,36288.77872928811,8214.680027023405
2018-07-28 05:18:41,8218.89,8234.57,8214.12,8222.52,9.969871899999996,82008.09383955578,8225.591528368164
2018-07-28 05:33:13,8224.83,8224.83,8214.12,8215.21,13.061321720000002,107302.47352847879,8215.28447340617
2018-07-28 05:40:38,8215.2,8228.99,8215.2,8228.0,7.110454839999999,58472.065365885275,8223.39311360921
2018-07-28 05:51:44,8227.84,8230.0,8208.51,8208.52,15.8604383,130351.61397664367,8218.664043896168
2018-07-28 05:58:26,8206.12,8209.78,8191.24,8191.24,9.759414160000002,80022.3671899854,8199.505203700195
2018-07-28 06:00:25,8191.26,8191.49,8169.39,8179.99,22.67193343,185427.66122480656,8178.731725607689
2018-07-28 06:06:22,8184.99,8185.75,8160.36,8173.27,16.080557049999996,131372.44232545007,8169.644989098814
2018-07-28 06:14:25,8175.18,8183.26,8173.27,8183.26,4.795291120000001,39216.4202281694,8178.1104101494875
2018-07-28 06:23:14,8183.25,8184.59,8164.95,8171.38,5.65886754,46257.68013072971,8174.37054388619
2018-07-28 06:32:18,8171.38,8177.9,8167.6,8171.36,4.369709810000002,35719.40419328141,8174.319519236312
2018-07-28 06:48:13,8171.36,8175.61,8171.35,8175.61,3.8757484300000002,31679.61185832289,8173.804990310707
2018-07-28 06:53:22,8175.6,8188.79,8175.6,8188.66,3.6919552200000005,30205.7377991326,8181.501670308069
2018-07-28 07:00:01,8188.65,8192.82,8177.48,8189.24,13.757380100000002,112662.90829493018,8189.270593383559
2018-07-28 07:05:52,8192.81,8192.81,8179.22,8183.88,4.4225422000000005,36216.343444161386,8189.032869864166
2018-07-28 07:11:21,8184.78,8186.58,8177.98,8182.49,9.5067451,77773.2225666588,8180.846519873432
2018-07-28 07:16:22,8182.49,8188.78,8175.0,8177.49,2.9210192600000005,23889.9126356582,8178.622086750019
2018-07-28 07:22:00,8177.48,8180.99,8175.0,8180.99,5.099361750000002,41706.002596010294,8178.671104478964
2018-07-28 07:24:58,8180.99,8181.0,8175.93,8181.0,1.36225608,11143.728707462902,8180.3479324261125
2018-07-28 07:28:09,8181.0,8185.84,8178.32,8185.38,10.58419073,86595.59291241651,8181.5979248152225
2018-07-28 07:31:29,8185.05,8185.83,8175.88,8181.54,1.5764068899999992,12898.779878922502,8182.392477948702
2018-07-28 07:35:25,8181.54,8185.84,8179.31,8179.39,5.74084333,46969.6128788588,8181.657324353216
2018-07-28 07:40:28,8181.43,8190.99,8177.16,8190.99,12.719048789999999,104095.76286379808,8184.241178919016
2018-07-28 07:44:58,8190.99,8201.16,8190.97,8199.99,2.4427641799999997,20020.5085725455,8195.841717535543
2018-07-28 07:48:39,8199.99,8206.99,8196.73,8206.98,5.591879800000001,45876.63068559581,8204.15179267548
2018-07-28 08:00:22,8206.98,8206.98,8192.97,8197.84,3.176130559999999,26050.0964442849,8201.834260958374
2018-07-28 08:10:56,8197.84,8199.99,8192.98,8199.99,4.175435479999999,34237.44791235361,8199.731040354529
2018-07-28 08:14:03,8199.99,8201.16,8199.73,8200.0,1.22505434,10045.462486707602,8200.013794251447
2018-07-28 08:20:03,8201.38,8212.47,8201.38,8212.47,3.3122086400000006,27182.68527452361,8206.815520692442
2018-07-28 08:30:09,8212.47,8213.7,8206.04,8212.42,1.4619368800000003,12005.00562965,8211.712690119697
2018-07-28 08:45:35,8212.49,8212.99,8195.44,8195.44,7.589072200000001,62231.336199177895,8200.124410356497
2018-07-28 08:54:49,8203.14,8207.99,8192.99,8207.99,4.56997715,37475.2953043358,8200.324438019521
2018-07-28 09:02:53,8207.99,8209.98,8200.78,8204.22,3.2634866500000004,26781.8132921175,8206.50309451013
2018-07-28 09:12:03,8209.98,8209.98,8198.82,8205.99,1.9672233499999998,16144.313642918203,8206.650069966994
2018-07-28 09:16:06,8205.99,8211.55,8170.66,8170.66,15.691684640000002,128547.84213643712,8192.099515481794
2018-07-28 09:20:08,8174.53,8179.52,8166.0,8167.68,77.71865943,635236.6778910708,8173.5413676714115
2018-07-28 09:21:33,8167.69,8189.07,8166.0,8182.28,37.43110624,306008.6860717521,8175.250929258994
2018-07-28 09:31:19,8186.3,8198.65,8176.43,8187.61,22.692795750000002,185810.50617647107,8188.083487970893
2018-07-28 09:40:06,8184.99,8190.51,8179.88,8184.07,3.6638496299999996,29984.2954936532,8183.822624197927
2018-07-28 09:46:10,8184.07,8186.24,8174.19,8183.67,8.96144433,73333.53838428367,8183.227578481611
2018-07-28 09:57:14,8184.58,8192.79,8180.14,8190.03,9.297699109999998,76137.67254326826,8188.872498721705
2018-07-28 10:02:47,8190.03,8199.99,8185.76,8199.99,3.58629994,29374.105038080797,8190.643707865884
2018-07-28 10:05:42,8199.99,8203.99,8199.99,8203.99,2.5578399000000016,20976.9945627758,8201.058464517575
2018-07-28 10:08:21,8203.99,8205.44,8197.88,8197.88,4.289109789999999,35177.8117844455,8201.658037866526
2018-07-28 10:12:11,8195.55,8196.78,8189.49,8196.49,6.864818219999999,56251.39296017969,8194.15622635084
2018-07-28 10:20:53,8196.49,8200.8,8190.22,8200.8,2.3863334,19561.6828956088,8197.380506683936
2018-07-28 10:25:30,8200.99,8205.84,8196.41,8202.81,5.184497520000002,42533.4859764138,8203.974601653159
2018-07-28 10:31:09,8196.49,8202.98,8183.46,8187.09,18.41534011,150802.09253995522,8188.938767308774
2018-07-28 10:42:56,8186.54,8192.66,8183.47,8184.76,10.51120519,86069.07505958571,8188.316515928057
2018-07-28 10:48:52,8184.54,8195.72,8180.74,8186.0,14.020975400000003,114790.8376062465,8187.0793102059415
2018-07-28 10:52:33,8182.21,8192.99,8176.41,8176.41,14.90900986,122073.6317716315,8187.910056934626
2018-07-28 10:56:46,8188.02,8188.02,8168.64,8173.21,15.282042829999998,124900.71299334493,8173.037753051824
2018-07-28 11:01:06,8172.34,8182.77,8166.14,8166.14,9.98824056,81631.46559282708,8172.757264150943
2018-07-28 11:06:27,8173.71,8177.99,8163.01,8176.39,12.1350248,99164.1407793407,8171.729552570893
2018-07-28 11:10:49,8168.22,8173.86,8150.33,8155.89,35.680493330000004,291187.2694462683,8160.9653418507905
2018-07-28 11:11:16,8156.21,8156.21,8132.03,8143.8,44.83002847,365137.9237798423,8144.94070696811
